# R0=8.178 kpc
# V0[km/s]  rho0[GeV/cm3]  Rc[kpc]  chi2
232.0  0.6864  3.0517  40.5969
232.0  0.6864  3.5602  34.8536
232.0  0.6864  4.0687  32.2827
232.0  0.6864  4.5771  29.9771
232.0  0.6864  5.0856  27.9316
232.0  0.6864  5.5940  26.1413
232.0  0.6864  6.1025  23.8267
232.0  0.6864  6.6109  21.7464
232.0  0.6864  7.1194  19.9144
232.0  0.6864  7.6279  18.3261
232.0  0.6864  8.1363  16.9775
232.0  0.6864  8.6448  15.7777
232.0  0.6864  9.1532  14.4174
232.0  0.6864  9.6617  13.2898
232.0  0.6864  10.1702  12.3910
232.0  0.6864  10.6786  11.6255
232.0  0.6864  11.1871  10.7017
232.0  0.6864  11.6955  10.6535
232.0  0.6864  12.2040  9.9107
232.0  0.6864  12.7124  9.9146
232.0  0.6864  13.2209  10.0142
232.0  0.6864  13.7294  9.2381
232.0  0.6864  14.2378  10.3241
232.0  0.6864  14.7463  10.1848
232.0  0.6864  15.2547  11.5943
232.0  0.6864  15.7632  12.0136
232.0  0.6864  16.2716  13.4548
232.0  0.6864  16.7801  13.9776
232.0  0.6864  17.2886  15.8989
232.0  0.6864  17.7970  16.5262
232.0  0.6864  18.3055  19.1242
232.0  0.6864  18.8139  19.7860
232.0  0.6864  19.3224  21.3039
232.0  0.6864  19.8308  23.7503
232.0  0.6864  20.3393  27.4199
232.0  0.6864  20.8478  30.6393
232.0  0.6864  21.3562  33.1920
232.0  0.6864  21.8647  33.9844
232.0  0.6864  22.3731  36.0033
232.0  0.6864  22.8816  39.9087
232.0  0.6864  23.3901  43.6722
232.0  0.6864  23.8985  45.9515
232.0  0.6864  24.4070  49.5192
232.0  0.6864  24.9154  54.2381
232.0  0.6864  25.4239  59.8941
232.0  0.6864  25.9323  63.9214
232.0  0.6864  26.4408  66.4225
232.0  0.6864  26.9493  78.6744
232.0  0.6864  27.4577  85.1823
232.0  0.6864  27.9662  93.8690
232.0  0.6864  28.4746  100.3752
232.0  0.6864  28.9831  105.5220
232.0  0.6864  29.4915  118.1998
232.0  0.6864  30.0000  130.6776
232.0  0.6983  0.0010  74.3543
232.0  0.6983  0.5095  72.1657
232.0  0.6983  1.0179  57.5820
232.0  0.6983  1.5264  55.2012
232.0  0.6983  2.0348  50.3171
232.0  0.6983  2.5433  42.6297
232.0  0.6983  3.0517  40.3032
232.0  0.6983  3.5602  37.4190
232.0  0.6983  4.0687  32.0765
232.0  0.6983  4.5771  29.7630
232.0  0.6983  5.0856  27.7092
232.0  0.6983  5.5940  25.9099
232.0  0.6983  6.1025  23.7174
232.0  0.6983  6.6109  21.6308
232.0  0.6983  7.1194  19.7918
232.0  0.6983  7.6279  18.1960
232.0  0.6983  8.1363  16.8391
232.0  0.6983  8.6448  15.7116
232.0  0.6983  9.1532  14.3436
232.0  0.6983  9.6617  13.2075
232.0  0.6983  10.1702  12.2995
232.0  0.6983  10.6786  11.6152
232.0  0.6983  11.1871  10.6826
232.0  0.6983  11.6955  10.6525
232.0  0.6983  12.2040  9.9708
232.0  0.6983  12.7124  9.9863
232.0  0.6983  13.2209  10.0158
232.0  0.6983  13.7294  9.3750
232.0  0.6983  14.2378  10.5351
232.0  0.6983  14.7463  10.4147
232.0  0.6983  15.2547  11.8978
232.0  0.6983  15.7632  12.3431
232.0  0.6983  16.2716  13.6560
232.0  0.6983  16.7801  14.4306
232.0  0.6983  17.2886  16.4379
232.0  0.6983  17.7970  17.0655
232.0  0.6983  18.3055  17.8720
232.0  0.6983  18.8139  20.4157
232.0  0.6983  19.3224  21.9204
232.0  0.6983  19.8308  24.4745
232.0  0.6983  20.3393  26.9946
232.0  0.6983  20.8478  31.5608
232.0  0.6983  21.3562  33.9110
232.0  0.6983  21.8647  34.8915
232.0  0.6983  22.3731  37.1195
232.0  0.6983  22.8816  40.9027
232.0  0.6983  23.3901  43.3450
232.0  0.6983  23.8985  44.5266
232.0  0.6983  24.4070  51.0181
232.0  0.6983  24.9154  55.7206
232.0  0.6983  25.4239  54.7168
232.0  0.6983  25.9323  63.3014
232.0  0.6983  26.4408  68.2975
232.0  0.6983  26.9493  74.5777
232.0  0.6983  27.4577  84.9341
232.0  0.6983  27.9662  85.4778
232.0  0.6983  28.4746  98.7455
232.0  0.6983  28.9831  108.1460
232.0  0.6983  29.4915  115.2779
232.0  0.6983  30.0000  133.6962
232.0  0.7102  0.0010  73.9938
232.0  0.7102  0.5095  71.7896
232.0  0.7102  1.0179  57.2625
232.0  0.7102  1.5264  54.8695
232.0  0.7102  2.0348  50.0297
232.0  0.7102  2.5433  42.3601
232.0  0.7102  3.0517  40.0244
232.0  0.7102  3.5602  37.2750
232.0  0.7102  4.0687  31.8812
232.0  0.7102  4.5771  29.5610
232.0  0.7102  5.0856  27.4999
232.0  0.7102  5.5940  25.6928
232.0  0.7102  6.1025  23.6159
232.0  0.7102  6.6109  21.5243
232.0  0.7102  7.1194  19.6796
232.0  0.7102  7.6279  18.0774
232.0  0.7102  8.1363  16.7136
232.0  0.7102  8.6448  15.5840
232.0  0.7102  9.1532  14.2806
232.0  0.7102  9.6617  13.1375
232.0  0.7102  10.1702  12.2217
232.0  0.7102  10.6786  11.6150
232.0  0.7102  11.1871  10.6750
232.0  0.7102  11.6955  10.6630
232.0  0.7102  12.2040  10.0398
232.0  0.7102  12.7124  9.2875
232.0  0.7102  13.2209  10.1477
232.0  0.7102  13.7294  9.5196
232.0  0.7102  14.2378  10.7505
232.0  0.7102  14.7463  10.6490
232.0  0.7102  15.2547  12.2025
232.0  0.7102  15.7632  12.6736
232.0  0.7102  16.2716  12.4280
232.0  0.7102  16.7801  14.8799
232.0  0.7102  17.2886  14.8482
232.0  0.7102  17.7970  16.8414
232.0  0.7102  18.3055  18.3786
232.0  0.7102  18.8139  20.7734
232.0  0.7102  19.3224  22.5299
232.0  0.7102  19.8308  25.1870
232.0  0.7102  20.3393  27.7896
232.0  0.7102  20.8478  30.6779
232.0  0.7102  21.3562  32.1689
232.0  0.7102  21.8647  34.6914
232.0  0.7102  22.3731  37.8602
232.0  0.7102  22.8816  41.0649
232.0  0.7102  23.3901  41.2414
232.0  0.7102  23.8985  45.7591
232.0  0.7102  24.4070  50.1185
232.0  0.7102  24.9154  56.7722
232.0  0.7102  25.4239  56.1057
232.0  0.7102  25.9323  64.9868
232.0  0.7102  26.4408  70.1142
232.0  0.7102  26.9493  73.5732
232.0  0.7102  27.4577  81.0060
232.0  0.7102  27.9662  87.6436
232.0  0.7102  28.4746  101.1136
232.0  0.7102  28.9831  103.1294
232.0  0.7102  29.4915  117.9212
232.0  0.7102  30.0000  121.2926
232.0  0.7220  0.0010  73.6494
232.0  0.7220  0.5095  71.4308
232.0  0.7220  1.0179  63.0591
232.0  0.7220  1.5264  54.5533
232.0  0.7220  2.0348  49.7558
232.0  0.7220  2.5433  42.1034
232.0  0.7220  3.0517  39.7595
232.0  0.7220  3.5602  37.0589
232.0  0.7220  4.0687  31.6960
232.0  0.7220  4.5771  29.3700
232.0  0.7220  5.0856  27.3027
232.0  0.7220  5.5940  25.4891
232.0  0.7220  6.1025  23.5218
232.0  0.7220  6.6109  21.4260
232.0  0.7220  7.1194  19.5767
232.0  0.7220  7.6279  17.9694
232.0  0.7220  8.1363  16.5998
232.0  0.7220  8.6448  15.4639
232.0  0.7220  9.1532  14.2274
232.0  0.7220  9.6617  13.0784
232.0  0.7220  10.1702  12.1563
232.0  0.7220  10.6786  11.6234
232.0  0.7220  11.1871  10.6774
232.0  0.7220  11.6955  9.9522
232.0  0.7220  12.2040  10.1164
232.0  0.7220  12.7124  9.3576
232.0  0.7220  13.2209  10.2856
232.0  0.7220  13.7294  9.6703
232.0  0.7220  14.2378  10.9691
232.0  0.7220  14.7463  10.8865
232.0  0.7220  15.2547  10.8700
232.0  0.7220  15.7632  12.7033
232.0  0.7220  16.2716  12.3148
232.0  0.7220  16.7801  14.1366
232.0  0.7220  17.2886  15.2708
232.0  0.7220  17.7970  17.3295
232.0  0.7220  18.3055  18.7908
232.0  0.7220  18.8139  21.3649
232.0  0.7220  19.3224  23.1314
232.0  0.7220  19.8308  24.4340
232.0  0.7220  20.3393  28.5685
232.0  0.7220  20.8478  29.5095
232.0  0.7220  21.3562  32.9756
232.0  0.7220  21.8647  35.6825
232.0  0.7220  22.3731  38.8355
232.0  0.7220  22.8816  40.1619
232.0  0.7220  23.3901  42.3681
232.0  0.7220  23.8985  46.9605
232.0  0.7220  24.4070  50.8737
232.0  0.7220  24.9154  53.4843
232.0  0.7220  25.4239  57.5920
232.0  0.7220  25.9323  63.3400
232.0  0.7220  26.4408  70.3926
232.0  0.7220  26.9493  70.3702
232.0  0.7220  27.4577  82.9553
232.0  0.7220  27.9662  89.7377
232.0  0.7220  28.4746  101.2674
232.0  0.7220  28.9831  105.4669
232.0  0.7220  29.4915  112.8019
232.0  0.7220  30.0000  123.9140
232.0  0.7339  0.0010  73.3202
232.0  0.7339  0.5095  71.0884
232.0  0.7339  1.0179  62.7511
232.0  0.7339  1.5264  54.2518
232.0  0.7339  2.0348  49.4944
232.0  0.7339  2.5433  41.8588
232.0  0.7339  3.0517  39.5075
232.0  0.7339  3.5602  36.8535
232.0  0.7339  4.0687  31.5203
232.0  0.7339  4.5771  29.1894
232.0  0.7339  5.0856  27.1170
232.0  0.7339  5.5940  25.2977
232.0  0.7339  6.1025  23.4344
232.0  0.7339  6.6109  21.3355
232.0  0.7339  7.1194  19.4824
232.0  0.7339  7.6279  17.8709
232.0  0.7339  8.1363  16.4966
232.0  0.7339  8.6448  15.3555
232.0  0.7339  9.1532  14.1830
232.0  0.7339  9.6617  13.0293
232.0  0.7339  10.1702  12.1018
232.0  0.7339  10.6786  11.6396
232.0  0.7339  11.1871  10.6887
232.0  0.7339  11.6955  9.9580
232.0  0.7339  12.2040  10.1993
232.0  0.7339  12.7124  9.4354
232.0  0.7339  13.2209  10.4283
232.0  0.7339  13.7294  9.8260
232.0  0.7339  14.2378  9.9533
232.0  0.7339  14.7463  11.1260
232.0  0.7339  15.2547  11.1078
232.0  0.7339  15.7632  12.8058
232.0  0.7339  16.2716  12.6387
232.0  0.7339  16.7801  14.5247
232.0  0.7339  17.2886  15.6631
232.0  0.7339  17.7970  17.8119
232.0  0.7339  18.3055  19.3268
232.0  0.7339  18.8139  20.7511
232.0  0.7339  19.3224  23.7241
232.0  0.7339  19.8308  25.1413
232.0  0.7339  20.3393  29.3311
232.0  0.7339  20.8478  29.7697
232.0  0.7339  21.3562  33.5390
232.0  0.7339  21.8647  36.0780
232.0  0.7339  22.3731  39.7889
232.0  0.7339  22.8816  39.3487
232.0  0.7339  23.3901  43.4667
232.0  0.7339  23.8985  48.1309
232.0  0.7339  24.4070  49.8315
232.0  0.7339  24.9154  53.9930
232.0  0.7339  25.4239  58.8033
232.0  0.7339  25.9323  64.8181
232.0  0.7339  26.4408  69.2262
232.0  0.7339  26.9493  72.0682
232.0  0.7339  27.4577  84.8421
232.0  0.7339  27.9662  91.7628
232.0  0.7339  28.4746  100.9055
232.0  0.7339  28.9831  106.7102
232.0  0.7339  29.4915  113.2493
232.0  0.7339  30.0000  126.4434
232.0  0.7458  0.0010  73.0054
232.0  0.7458  0.5095  70.7613
232.0  0.7458  1.0179  62.4567
232.0  0.7458  1.5264  53.9639
232.0  0.7458  2.0348  51.7961
232.0  0.7458  2.5433  41.6254
232.0  0.7458  3.0517  39.2678
232.0  0.7458  3.5602  36.6581
232.0  0.7458  4.0687  31.3534
232.0  0.7458  4.5771  29.0186
232.0  0.7458  5.0856  26.9417
232.0  0.7458  5.5940  25.1177
232.0  0.7458  6.1025  23.3533
232.0  0.7458  6.6109  21.2519
232.0  0.7458  7.1194  19.3960
232.0  0.7458  7.6279  17.7812
232.0  0.7458  8.1363  16.4032
232.0  0.7458  8.6448  15.2578
232.0  0.7458  9.1532  14.1463
232.0  0.7458  9.6617  12.9889
232.0  0.7458  10.1702  12.0572
232.0  0.7458  10.6786  11.3477
232.0  0.7458  11.1871  10.7078
232.0  0.7458  11.6955  9.9727
232.0  0.7458  12.2040  10.2878
232.0  0.7458  12.7124  9.5198
232.0  0.7458  13.2209  9.7028
232.0  0.7458  13.7294  9.9857
232.0  0.7458  14.2378  10.1192
232.0  0.7458  14.7463  11.3501
232.0  0.7458  15.2547  10.7226
232.0  0.7458  15.7632  12.3851
232.0  0.7458  16.2716  12.9618
232.0  0.7458  16.7801  14.9095
232.0  0.7458  17.2886  15.4333
232.0  0.7458  17.7970  17.6582
232.0  0.7458  18.3055  18.4037
232.0  0.7458  18.8139  21.3459
232.0  0.7458  19.3224  22.1000
232.0  0.7458  19.8308  23.7092
232.0  0.7458  20.3393  26.5153
232.0  0.7458  20.8478  30.5234
232.0  0.7458  21.3562  34.1732
232.0  0.7458  21.8647  36.9509
232.0  0.7458  22.3731  37.7010
232.0  0.7458  22.8816  40.3523
232.0  0.7458  23.3901  44.2303
232.0  0.7458  23.8985  46.9160
232.0  0.7458  24.4070  48.3349
232.0  0.7458  24.9154  55.3200
232.0  0.7458  25.4239  60.1219
232.0  0.7458  25.9323  66.2539
232.0  0.7458  26.4408  68.4010
232.0  0.7458  26.9493  73.7147
232.0  0.7458  27.4577  80.2361
232.0  0.7458  27.9662  91.2210
232.0  0.7458  28.4746  91.9349
232.0  0.7458  28.9831  105.7019
232.0  0.7458  29.4915  115.5199
232.0  0.7458  30.0000  123.0211
232.0  0.7576  0.0010  72.7040
232.0  0.7576  0.5095  70.4487
232.0  0.7576  1.0179  62.1753
232.0  0.7576  1.5264  53.6889
232.0  0.7576  2.0348  51.5297
232.0  0.7576  2.5433  41.4027
232.0  0.7576  3.0517  39.0394
232.0  0.7576  3.5602  36.4722
232.0  0.7576  4.0687  31.1950
232.0  0.7576  4.5771  28.8568
232.0  0.7576  5.0856  26.7763
232.0  0.7576  5.5940  24.9483
232.0  0.7576  6.1025  23.2780
232.0  0.7576  6.6109  21.1749
232.0  0.7576  7.1194  19.3169
232.0  0.7576  7.6279  17.6995
232.0  0.7576  8.1363  16.3185
232.0  0.7576  8.6448  15.1698
232.0  0.7576  9.1532  14.1168
232.0  0.7576  9.6617  12.9565
232.0  0.7576  10.1702  12.0215
232.0  0.7576  10.6786  11.3081
232.0  0.7576  11.1871  10.7336
232.0  0.7576  11.6955  9.9951
232.0  0.7576  12.2040  10.3808
232.0  0.7576  12.7124  9.6097
232.0  0.7576  13.2209  9.8050
232.0  0.7576  13.7294  10.1485
232.0  0.7576  14.2378  10.2886
232.0  0.7576  14.7463  10.9370
232.0  0.7576  15.2547  10.9604
232.0  0.7576  15.7632  12.6830
232.0  0.7576  16.2716  13.2834
232.0  0.7576  16.7801  15.1806
232.0  0.7576  17.2886  15.8571
232.0  0.7576  17.7970  18.1515
232.0  0.7576  18.3055  18.9015
232.0  0.7576  18.8139  19.7887
232.0  0.7576  19.3224  22.6751
232.0  0.7576  19.8308  24.2784
232.0  0.7576  20.3393  27.1712
232.0  0.7576  20.8478  30.0001
232.0  0.7576  21.3562  34.9898
232.0  0.7576  21.8647  37.6365
232.0  0.7576  22.3731  38.5154
232.0  0.7576  22.8816  41.3309
232.0  0.7576  23.3901  45.1923
232.0  0.7576  23.8985  47.9391
232.0  0.7576  24.4070  49.4400
232.0  0.7576  24.9154  56.6094
232.0  0.7576  25.4239  60.9847
232.0  0.7576  25.9323  60.6688
232.0  0.7576  26.4408  69.8876
232.0  0.7576  26.9493  75.3113
232.0  0.7576  27.4577  79.0029
232.0  0.7576  27.9662  90.4954
232.0  0.7576  28.4746  93.8253
232.0  0.7576  28.9831  107.7600
232.0  0.7576  29.4915  109.9965
232.0  0.7576  30.0000  125.3097
232.0  0.7695  0.0010  72.4154
232.0  0.7695  0.5095  70.1496
232.0  0.7695  1.0179  61.9061
232.0  0.7695  1.5264  53.4261
232.0  0.7695  2.0348  51.2656
232.0  0.7695  2.5433  41.1901
232.0  0.7695  3.0517  38.8218
232.0  0.7695  3.5602  36.2952
232.0  0.7695  4.0687  31.0444
232.0  0.7695  4.5771  28.7035
232.0  0.7695  5.0856  26.6200
232.0  0.7695  5.5940  24.7887
232.0  0.7695  6.1025  23.2048
232.0  0.7695  6.6109  21.1039
232.0  0.7695  7.1194  19.2444
232.0  0.7695  7.6279  17.6252
232.0  0.7695  8.1363  16.2420
232.0  0.7695  8.6448  15.0906
232.0  0.7695  9.1532  14.0936
232.0  0.7695  9.6617  12.9312
232.0  0.7695  10.1702  11.9936
232.0  0.7695  10.6786  11.2772
232.0  0.7695  11.1871  10.7655
232.0  0.7695  11.6955  10.0244
232.0  0.7695  12.2040  10.1901
232.0  0.7695  12.7124  9.7043
232.0  0.7695  13.2209  9.9120
232.0  0.7695  13.7294  10.3136
232.0  0.7695  14.2378  9.7119
232.0  0.7695  14.7463  11.1575
232.0  0.7695  15.2547  11.1989
232.0  0.7695  15.7632  12.9791
232.0  0.7695  16.2716  13.6028
232.0  0.7695  16.7801  15.3556
232.0  0.7695  17.2886  16.2751
232.0  0.7695  17.7970  18.6363
232.0  0.7695  18.3055  19.3913
232.0  0.7695  18.8139  20.2619
232.0  0.7695  19.3224  22.9610
232.0  0.7695  19.8308  24.8384
232.0  0.7695  20.3393  27.8143
232.0  0.7695  20.8478  30.7105
232.0  0.7695  21.3562  33.9527
232.0  0.7695  21.8647  35.4710
232.0  0.7695  22.3731  38.5225
232.0  0.7695  22.8816  41.7945
232.0  0.7695  23.3901  45.2969
232.0  0.7695  23.8985  45.7395
232.0  0.7695  24.4070  50.5167
232.0  0.7695  24.9154  54.7537
232.0  0.7695  25.4239  57.6029
232.0  0.7695  25.9323  61.9481
232.0  0.7695  26.4408  67.8938
232.0  0.7695  26.9493  76.8596
232.0  0.7695  27.4577  80.5910
232.0  0.7695  27.9662  88.5345
232.0  0.7695  28.4746  95.6555
232.0  0.7695  28.9831  107.5559
232.0  0.7695  29.4915  112.0318
232.0  0.7695  30.0000  119.7361
232.0  0.7814  0.0010  72.1389
232.0  0.7814  0.5095  69.8634
232.0  0.7814  1.0179  61.6484
232.0  0.7814  1.5264  53.1747
232.0  0.7814  2.0348  51.0074
232.0  0.7814  2.5433  40.9869
232.0  0.7814  3.0517  38.6143
232.0  0.7814  3.5602  36.1266
232.0  0.7814  4.0687  30.9012
232.0  0.7814  4.5771  28.5581
232.0  0.7814  5.0856  26.4722
232.0  0.7814  5.5940  24.6383
232.0  0.7814  6.1025  23.0515
232.0  0.7814  6.6109  21.0384
232.0  0.7814  7.1194  19.1781
232.0  0.7814  7.6279  17.5576
232.0  0.7814  8.1363  16.1728
232.0  0.7814  8.6448  15.0194
232.0  0.7814  9.1532  14.0761
232.0  0.7814  9.6617  12.9123
232.0  0.7814  10.1702  11.9729
232.0  0.7814  10.6786  11.2542
232.0  0.7814  11.1871  10.8026
232.0  0.7814  11.6955  10.0596
232.0  0.7814  12.2040  10.2422
232.0  0.7814  12.7124  9.8028
232.0  0.7814  13.2209  10.0230
232.0  0.7814  13.7294  10.3570
232.0  0.7814  14.2378  9.8769
232.0  0.7814  14.7463  11.3782
232.0  0.7814  15.2547  11.4373
232.0  0.7814  15.7632  13.2730
232.0  0.7814  16.2716  13.9196
232.0  0.7814  16.7801  15.7497
232.0  0.7814  17.2886  16.6869
232.0  0.7814  17.7970  16.7594
232.0  0.7814  18.3055  19.8727
232.0  0.7814  18.8139  20.7284
232.0  0.7814  19.3224  23.5001
232.0  0.7814  19.8308  25.3888
232.0  0.7814  20.3393  28.4445
232.0  0.7814  20.8478  31.4053
232.0  0.7814  21.3562  32.6062
232.0  0.7814  21.8647  36.1959
232.0  0.7814  22.3731  39.3936
232.0  0.7814  22.8816  42.6576
232.0  0.7814  23.3901  43.9920
232.0  0.7814  23.8985  46.7269
232.0  0.7814  24.4070  51.5657
232.0  0.7814  24.9154  55.8897
232.0  0.7814  25.4239  58.8000
232.0  0.7814  25.9323  63.2052
232.0  0.7814  26.4408  69.2067
232.0  0.7814  26.9493  76.8679
232.0  0.7814  27.4577  77.0299
232.0  0.7814  27.9662  90.1908
232.0  0.7814  28.4746  97.4278
232.0  0.7814  28.9831  106.9345
232.0  0.7814  29.4915  114.0009
232.0  0.7814  30.0000  119.8420
232.0  0.7932  0.0010  71.8737
232.0  0.7932  0.5095  69.5892
232.0  0.7932  1.0179  61.4015
232.0  0.7932  1.5264  52.9342
232.0  0.7932  2.0348  50.7606
232.0  0.7932  2.5433  43.9620
232.0  0.7932  3.0517  38.4163
232.0  0.7932  3.5602  35.9658
232.0  0.7932  4.0687  30.7650
232.0  0.7932  4.5771  28.4202
232.0  0.7932  5.0856  26.3325
232.0  0.7932  5.5940  24.4965
232.0  0.7932  6.1025  22.9073
232.0  0.7932  6.6109  20.9781
232.0  0.7932  7.1194  19.1174
232.0  0.7932  7.6279  17.4962
232.0  0.7932  8.1363  16.1104
232.0  0.7932  8.6448  14.9556
232.0  0.7932  9.1532  14.0280
232.0  0.7932  9.6617  12.8992
232.0  0.7932  10.1702  11.9586
232.0  0.7932  10.6786  11.2383
232.0  0.7932  11.1871  10.8444
232.0  0.7932  11.6955  10.1001
232.0  0.7932  12.2040  10.2992
232.0  0.7932  12.7124  9.9046
232.0  0.7932  13.2209  9.3410
232.0  0.7932  13.7294  10.5109
232.0  0.7932  14.2378  10.0437
232.0  0.7932  14.7463  11.5986
232.0  0.7932  15.2547  11.6751
232.0  0.7932  15.7632  13.5642
232.0  0.7932  16.2716  14.2332
232.0  0.7932  16.7801  14.1363
232.0  0.7932  17.2886  17.0921
232.0  0.7932  17.7970  17.1524
232.0  0.7932  18.3055  19.4975
232.0  0.7932  18.8139  21.1877
232.0  0.7932  19.3224  24.0292
232.0  0.7932  19.8308  25.9294
232.0  0.7932  20.3393  27.7164
232.0  0.7932  20.8478  32.0846
232.0  0.7932  21.3562  33.3284
232.0  0.7932  21.8647  36.9054
232.0  0.7932  22.3731  40.2431
232.0  0.7932  22.8816  43.5002
232.0  0.7932  23.3901  44.8070
232.0  0.7932  23.8985  47.6892
232.0  0.7932  24.4070  52.5874
232.0  0.7932  24.9154  54.4060
232.0  0.7932  25.4239  59.9642
232.0  0.7932  25.9323  64.0940
232.0  0.7932  26.4408  70.4829
232.0  0.7932  26.9493  73.7939
232.0  0.7932  27.4577  78.4845
232.0  0.7932  27.9662  91.7962
232.0  0.7932  28.4746  99.1445
232.0  0.7932  28.9831  99.6793
232.0  0.7932  29.4915  111.6856
232.0  0.7932  30.0000  121.8236
232.0  0.8051  0.0010  71.6192
232.0  0.8051  0.5095  69.3265
232.0  0.8051  1.0179  61.1649
232.0  0.8051  1.5264  52.7038
232.0  0.8051  2.0348  50.5245
232.0  0.8051  2.5433  43.7687
232.0  0.8051  3.0517  38.2272
232.0  0.8051  3.5602  35.8124
232.0  0.8051  4.0687  30.6353
232.0  0.8051  4.5771  28.2893
232.0  0.8051  5.0856  26.2002
232.0  0.8051  5.5940  24.3626
232.0  0.8051  6.1025  22.7716
232.0  0.8051  6.6109  20.9225
232.0  0.8051  7.1194  19.0619
232.0  0.8051  7.6279  17.4405
232.0  0.8051  8.1363  16.0541
232.0  0.8051  8.6448  14.8985
232.0  0.8051  9.1532  13.9697
232.0  0.8051  9.6617  12.8912
232.0  0.8051  10.1702  11.9499
232.0  0.8051  10.6786  11.2287
232.0  0.8051  11.1871  10.8901
232.0  0.8051  11.6955  10.1453
232.0  0.8051  12.2040  10.3606
232.0  0.8051  12.7124  10.0091
232.0  0.8051  13.2209  9.4447
232.0  0.8051  13.7294  10.6659
232.0  0.8051  14.2378  10.2117
232.0  0.8051  14.7463  11.8181
232.0  0.8051  15.2547  11.9119
232.0  0.8051  15.7632  12.0718
232.0  0.8051  16.2716  14.2193
232.0  0.8051  16.7801  14.0405
232.0  0.8051  17.2886  16.1926
232.0  0.8051  17.7970  17.5398
232.0  0.8051  18.3055  19.9353
232.0  0.8051  18.8139  21.6395
232.0  0.8051  19.3224  24.5481
232.0  0.8051  19.8308  26.4599
232.0  0.8051  20.3393  28.3355
232.0  0.8051  20.8478  32.7486
232.0  0.8051  21.3562  33.3816
232.0  0.8051  21.8647  37.5998
232.0  0.8051  22.3731  40.3594
232.0  0.8051  22.8816  44.3227
232.0  0.8051  23.3901  44.2256
232.0  0.8051  23.8985  48.6270
232.0  0.8051  24.4070  51.1555
232.0  0.8051  24.9154  52.8257
232.0  0.8051  25.4239  60.3234
232.0  0.8051  25.9323  65.2394
232.0  0.8051  26.4408  71.7234
232.0  0.8051  26.9493  75.1521
232.0  0.8051  27.4577  79.8965
232.0  0.8051  27.9662  86.6743
232.0  0.8051  28.4746  98.3063
232.0  0.8051  28.9831  99.2043
232.0  0.8051  29.4915  113.4888
232.0  0.8051  30.0000  123.7414
232.0  0.8169  0.0010  71.3750
232.0  0.8169  0.5095  69.0745
232.0  0.8169  1.0179  67.0599
232.0  0.8169  1.5264  52.4831
232.0  0.8169  2.0348  50.2987
232.0  0.8169  2.5433  43.5836
232.0  0.8169  3.0517  38.0465
232.0  0.8169  3.5602  35.6661
232.0  0.8169  4.0687  30.5118
232.0  0.8169  4.5771  28.1650
232.0  0.8169  5.0856  26.0748
232.0  0.8169  5.5940  24.2361
232.0  0.8169  6.1025  22.6438
232.0  0.8169  6.6109  20.8714
232.0  0.8169  7.1194  19.0112
232.0  0.8169  7.6279  17.3900
232.0  0.8169  8.1363  16.0035
232.0  0.8169  8.6448  14.8476
232.0  0.8169  9.1532  13.9181
232.0  0.8169  9.6617  12.8879
232.0  0.8169  10.1702  11.9465
232.0  0.8169  10.6786  11.2247
232.0  0.8169  11.1871  10.9393
232.0  0.8169  11.6955  10.1944
232.0  0.8169  12.2040  10.4257
232.0  0.8169  12.7124  10.1157
232.0  0.8169  13.2209  9.5512
232.0  0.8169  13.7294  10.8218
232.0  0.8169  14.2378  10.3804
232.0  0.8169  14.7463  12.0364
232.0  0.8169  15.2547  12.1471
232.0  0.8169  15.7632  12.3096
232.0  0.8169  16.2716  14.5053
232.0  0.8169  16.7801  14.3468
232.0  0.8169  17.2886  16.5482
232.0  0.8169  17.7970  17.9214
232.0  0.8169  18.3055  20.3654
232.0  0.8169  18.8139  22.0837
232.0  0.8169  19.3224  23.9750
232.0  0.8169  19.8308  26.9802
232.0  0.8169  20.3393  27.3441
232.0  0.8169  20.8478  32.7675
232.0  0.8169  21.3562  34.0396
232.0  0.8169  21.8647  38.1076
232.0  0.8169  22.3731  41.1148
232.0  0.8169  22.8816  41.8601
232.0  0.8169  23.3901  45.0855
232.0  0.8169  23.8985  49.0607
232.0  0.8169  24.4070  52.0567
232.0  0.8169  24.9154  53.7940
232.0  0.8169  25.4239  61.4396
232.0  0.8169  25.9323  66.3539
232.0  0.8169  26.4408  65.8547
232.0  0.8169  26.9493  75.5296
232.0  0.8169  27.4577  81.2672
232.0  0.8169  27.9662  85.2053
232.0  0.8169  28.4746  97.2454
232.0  0.8169  28.9831  100.8156
232.0  0.8169  29.4915  115.2354
232.0  0.8169  30.0000  117.7071
232.0  0.8288  0.0010  71.1404
232.0  0.8288  0.5095  68.8327
232.0  0.8288  1.0179  66.8112
232.0  0.8288  1.5264  52.2714
232.0  0.8288  2.0348  50.0824
232.0  0.8288  2.5433  45.3451
232.0  0.8288  3.0517  37.8738
232.0  0.8288  3.5602  35.5263
232.0  0.8288  4.0687  30.3941
232.0  0.8288  4.5771  28.0468
232.0  0.8288  5.0856  25.9561
232.0  0.8288  5.5940  24.1165
232.0  0.8288  6.1025  22.5233
232.0  0.8288  6.6109  20.8243
232.0  0.8288  7.1194  18.9649
232.0  0.8288  7.6279  17.3443
232.0  0.8288  8.1363  15.9581
232.0  0.8288  8.6448  14.8022
232.0  0.8288  9.1532  13.8726
232.0  0.8288  9.6617  12.8888
