# R0=8.178 kpc
# V0[km/s]  rho0[GeV/cm3]  Rc[kpc]  chi2
232.0  0.8288  10.1702  11.9476
232.0  0.8288  10.6786  11.2258
232.0  0.8288  11.1871  10.9916
232.0  0.8288  11.6955  10.2470
232.0  0.8288  12.2040  9.7156
232.0  0.8288  12.7124  10.2240
232.0  0.8288  13.2209  9.6599
232.0  0.8288  13.7294  10.9781
232.0  0.8288  14.2378  10.5494
232.0  0.8288  14.7463  10.8777
232.0  0.8288  15.2547  12.2424
232.0  0.8288  15.7632  12.5458
232.0  0.8288  16.2716  13.8878
232.0  0.8288  16.7801  14.6494
232.0  0.8288  17.2886  16.8984
232.0  0.8288  17.7970  17.7004
232.0  0.8288  18.3055  20.2700
232.0  0.8288  18.8139  21.1570
232.0  0.8288  19.3224  24.4894
232.0  0.8288  19.8308  25.3559
232.0  0.8288  20.3393  27.0772
232.0  0.8288  20.8478  30.2906
232.0  0.8288  21.3562  33.4166
232.0  0.8288  21.8647  38.8143
232.0  0.8288  22.3731  41.7358
232.0  0.8288  22.8816  42.5718
232.0  0.8288  23.3901  45.9238
232.0  0.8288  23.8985  49.8903
232.0  0.8288  24.4070  52.9358
232.0  0.8288  24.9154  54.7375
232.0  0.8288  25.4239  62.5249
232.0  0.8288  25.9323  66.9602
232.0  0.8288  26.4408  66.9725
232.0  0.8288  26.9493  76.7743
232.0  0.8288  27.4577  82.5981
232.0  0.8288  27.9662  86.5707
232.0  0.8288  28.4746  94.8996
232.0  0.8288  28.9831  102.3782
232.0  0.8288  29.4915  114.6678
232.0  0.8288  30.0000  119.4379
232.0  0.8407  0.0010  70.9149
232.0  0.8407  0.5095  68.6006
232.0  0.8407  1.0179  66.5726
232.0  0.8407  1.5264  52.0684
232.0  0.8407  2.0348  49.8752
232.0  0.8407  2.5433  45.1665
232.0  0.8407  3.0517  37.7086
232.0  0.8407  3.5602  35.3928
232.0  0.8407  4.0687  30.2819
232.0  0.8407  4.5771  27.9344
232.0  0.8407  5.0856  25.8434
232.0  0.8407  5.5940  24.0035
232.0  0.8407  6.1025  22.4096
232.0  0.8407  6.6109  20.7810
232.0  0.8407  7.1194  18.9227
232.0  0.8407  7.6279  17.3030
232.0  0.8407  8.1363  15.9175
232.0  0.8407  8.6448  14.7620
232.0  0.8407  9.1532  13.8325
232.0  0.8407  9.6617  12.8935
232.0  0.8407  10.1702  11.9529
232.0  0.8407  10.6786  11.2315
232.0  0.8407  11.1871  11.0464
232.0  0.8407  11.6955  10.3026
232.0  0.8407  12.2040  9.7717
232.0  0.8407  12.7124  10.3337
232.0  0.8407  13.2209  9.7703
232.0  0.8407  13.7294  11.1343
232.0  0.8407  14.2378  10.7182
232.0  0.8407  14.7463  11.0543
232.0  0.8407  15.2547  12.4240
232.0  0.8407  15.7632  12.1657
232.0  0.8407  16.2716  14.1663
232.0  0.8407  16.7801  14.9482
232.0  0.8407  17.2886  17.2431
232.0  0.8407  17.7970  18.0792
232.0  0.8407  18.3055  20.7020
232.0  0.8407  18.8139  21.5957
232.0  0.8407  19.3224  24.9929
232.0  0.8407  19.8308  25.8571
232.0  0.8407  20.3393  27.5776
232.0  0.8407  20.8478  30.8569
232.0  0.8407  21.3562  34.0366
232.0  0.8407  21.8647  39.0040
232.0  0.8407  22.3731  42.4879
232.0  0.8407  22.8816  42.7403
232.0  0.8407  23.3901  46.7410
232.0  0.8407  23.8985  49.9297
232.0  0.8407  24.4070  50.6279
232.0  0.8407  24.9154  55.6569
232.0  0.8407  25.4239  60.3068
232.0  0.8407  25.9323  63.4619
232.0  0.8407  26.4408  68.0601
232.0  0.8407  26.9493  74.3155
232.0  0.8407  27.4577  82.4144
232.0  0.8407  27.9662  82.7479
232.0  0.8407  28.4746  96.3203
232.0  0.8407  28.9831  103.8938
232.0  0.8407  29.4915  113.7843
232.0  0.8407  30.0000  121.1154
232.0  0.8525  0.0010  70.6981
232.0  0.8525  0.5095  68.3776
232.0  0.8525  1.0179  66.3436
232.0  0.8525  1.5264  51.8736
232.0  0.8525  2.0348  49.6765
232.0  0.8525  2.5433  44.9954
232.0  0.8525  3.0517  37.5505
232.0  0.8525  3.5602  35.4283
232.0  0.8525  4.0687  30.1749
232.0  0.8525  4.5771  27.8275
232.0  0.8525  5.0856  25.7365
232.0  0.8525  5.5940  23.8965
232.0  0.8525  6.1025  22.3024
232.0  0.8525  6.6109  20.7412
232.0  0.8525  7.1194  18.8843
232.0  0.8525  7.6279  17.2658
232.0  0.8525  8.1363  15.8813
232.0  0.8525  8.6448  14.7265
232.0  0.8525  9.1532  13.7975
232.0  0.8525  9.6617  12.9016
232.0  0.8525  10.1702  11.9620
232.0  0.8525  10.6786  11.2412
232.0  0.8525  11.1871  11.1035
232.0  0.8525  11.6955  10.3608
232.0  0.8525  12.2040  9.8307
232.0  0.8525  12.7124  10.4443
232.0  0.8525  13.2209  9.8821
232.0  0.8525  13.7294  10.2897
232.0  0.8525  14.2378  10.8866
232.0  0.8525  14.7463  11.2306
232.0  0.8525  15.2547  12.1887
232.0  0.8525  15.7632  12.3959
232.0  0.8525  16.2716  14.4412
232.0  0.8525  16.7801  15.2429
232.0  0.8525  17.2886  17.5821
232.0  0.8525  17.7970  18.4513
232.0  0.8525  18.3055  21.1254
232.0  0.8525  18.8139  22.0260
232.0  0.8525  19.3224  22.9992
232.0  0.8525  19.8308  26.0474
232.0  0.8525  20.3393  28.0683
232.0  0.8525  20.8478  31.4110
232.0  0.8525  21.3562  34.6426
232.0  0.8525  21.8647  38.2852
232.0  0.8525  22.3731  39.8377
232.0  0.8525  22.8816  43.4895
232.0  0.8525  23.3901  46.8829
232.0  0.8525  23.8985  48.2502
232.0  0.8525  24.4070  51.4740
232.0  0.8525  24.9154  56.5528
232.0  0.8525  25.4239  61.2720
232.0  0.8525  25.9323  64.4766
232.0  0.8525  26.4408  69.1185
232.0  0.8525  26.9493  75.4244
232.0  0.8525  27.4577  83.6503
232.0  0.8525  27.9662  84.0042
232.0  0.8525  28.4746  97.6995
232.0  0.8525  28.9831  105.3642
232.0  0.8525  29.4915  115.3430
232.0  0.8525  30.0000  122.7419
232.0  0.8644  0.0010  70.4895
232.0  0.8644  0.5095  68.1633
232.0  0.8644  1.0179  66.1237
232.0  0.8644  1.5264  51.6864
232.0  0.8644  2.0348  49.4859
232.0  0.8644  2.5433  44.8313
232.0  0.8644  3.0517  37.3991
232.0  0.8644  3.5602  35.2754
232.0  0.8644  4.0687  32.7854
232.0  0.8644  4.5771  27.7258
232.0  0.8644  5.0856  25.6350
232.0  0.8644  5.5940  23.7951
232.0  0.8644  6.1025  22.2011
232.0  0.8644  6.6109  20.7047
232.0  0.8644  7.1194  18.8494
232.0  0.8644  7.6279  17.2324
232.0  0.8644  8.1363  15.8491
232.0  0.8644  8.6448  14.6953
232.0  0.8644  9.1532  13.7671
232.0  0.8644  9.6617  12.9127
232.0  0.8644  10.1702  11.9744
232.0  0.8644  10.6786  11.2546
232.0  0.8644  11.1871  10.7498
232.0  0.8644  11.6955  10.4212
232.0  0.8644  12.2040  9.8922
232.0  0.8644  12.7124  10.5556
232.0  0.8644  13.2209  9.9948
232.0  0.8644  13.7294  10.4141
232.0  0.8644  14.2378  11.0543
232.0  0.8644  14.7463  11.4063
232.0  0.8644  15.2547  12.4010
232.0  0.8644  15.7632  12.6238
232.0  0.8644  16.2716  14.7122
232.0  0.8644  16.7801  15.5334
232.0  0.8644  17.2886  17.9154
232.0  0.8644  17.7970  18.8166
232.0  0.8644  18.3055  21.5402
232.0  0.8644  18.8139  22.4478
232.0  0.8644  19.3224  23.4130
232.0  0.8644  19.8308  26.5172
232.0  0.8644  20.3393  28.5493
232.0  0.8644  20.8478  31.9531
232.0  0.8644  21.3562  35.2348
232.0  0.8644  21.8647  36.7292
232.0  0.8644  22.3731  40.4589
232.0  0.8644  22.8816  44.2202
232.0  0.8644  23.3901  47.6111
232.0  0.8644  23.8985  48.9599
232.0  0.8644  24.4070  52.2989
232.0  0.8644  24.9154  57.4258
232.0  0.8644  25.4239  59.3866
232.0  0.8644  25.9323  65.4645
232.0  0.8644  26.4408  69.7591
232.0  0.8644  26.9493  76.5034
232.0  0.8644  27.4577  81.6867
232.0  0.8644  27.9662  85.2251
232.0  0.8644  28.4746  99.0385
232.0  0.8644  28.9831  106.7912
232.0  0.8644  29.4915  107.5404
232.0  0.8644  30.0000  120.0433
232.0  0.8763  0.0010  70.2888
232.0  0.8763  0.5095  67.9572
232.0  0.8763  1.0179  65.9124
232.0  0.8763  1.5264  51.5066
232.0  0.8763  2.0348  49.3030
232.0  0.8763  2.5433  44.6740
232.0  0.8763  3.0517  37.2541
232.0  0.8763  3.5602  35.1292
232.0  0.8763  4.0687  32.6818
232.0  0.8763  4.5771  27.6288
232.0  0.8763  5.0856  25.5386
232.0  0.8763  5.5940  23.6991
232.0  0.8763  6.1025  22.1054
232.0  0.8763  6.6109  20.6712
232.0  0.8763  7.1194  18.8178
232.0  0.8763  7.6279  17.2024
232.0  0.8763  8.1363  15.8205
232.0  0.8763  8.6448  14.6681
232.0  0.8763  9.1532  13.7410
232.0  0.8763  9.6617  12.9265
232.0  0.8763  10.1702  11.9897
232.0  0.8763  10.6786  11.2713
232.0  0.8763  11.1871  10.7675
232.0  0.8763  11.6955  10.4836
232.0  0.8763  12.2040  9.9560
232.0  0.8763  12.7124  10.6673
232.0  0.8763  13.2209  10.1082
232.0  0.8763  13.7294  10.5389
232.0  0.8763  14.2378  11.2210
232.0  0.8763  14.7463  10.8274
232.0  0.8763  15.2547  12.6111
232.0  0.8763  15.7632  12.8493
232.0  0.8763  16.2716  14.9794
232.0  0.8763  16.7801  15.8195
232.0  0.8763  17.2886  18.0739
232.0  0.8763  17.7970  19.1752
232.0  0.8763  18.3055  19.4459
232.0  0.8763  18.8139  22.8612
232.0  0.8763  19.3224  23.8193
232.0  0.8763  19.8308  26.9773
232.0  0.8763  20.3393  29.0206
232.0  0.8763  20.8478  32.4833
232.0  0.8763  21.3562  35.8134
232.0  0.8763  21.8647  37.3420
232.0  0.8763  22.3731  41.0661
232.0  0.8763  22.8816  44.9329
232.0  0.8763  23.3901  48.3219
232.0  0.8763  23.8985  49.6532
232.0  0.8763  24.4070  53.1031
232.0  0.8763  24.9154  58.2765
232.0  0.8763  25.4239  60.2207
232.0  0.8763  25.9323  65.6876
232.0  0.8763  26.4408  70.7333
232.0  0.8763  26.9493  77.5532
232.0  0.8763  27.4577  81.4324
232.0  0.8763  27.9662  86.4119
232.0  0.8763  28.4746  93.4446
232.0  0.8763  28.9831  108.1762
232.0  0.8763  29.4915  106.7696
232.0  0.8763  30.0000  121.5415
232.0  0.8881  0.0010  100000.0000
232.0  0.8881  0.5095  67.7589
232.0  0.8881  1.0179  65.7093
232.0  0.8881  1.5264  51.3338
232.0  0.8881  2.0348  49.1274
232.0  0.8881  2.5433  44.5229
232.0  0.8881  3.0517  37.1150
232.0  0.8881  3.5602  34.9892
232.0  0.8881  4.0687  32.5846
232.0  0.8881  4.5771  27.5365
232.0  0.8881  5.0856  25.4470
232.0  0.8881  5.5940  23.6081
232.0  0.8881  6.1025  22.0149
232.0  0.8881  6.6109  20.6405
232.0  0.8881  7.1194  18.7891
232.0  0.8881  7.6279  17.1756
232.0  0.8881  8.1363  15.7954
232.0  0.8881  8.6448  14.6445
232.0  0.8881  9.1532  13.7187
232.0  0.8881  9.6617  12.9428
232.0  0.8881  10.1702  12.0078
232.0  0.8881  10.6786  11.2909
232.0  0.8881  11.1871  10.7884
232.0  0.8881  11.6955  10.5475
232.0  0.8881  12.2040  10.0216
232.0  0.8881  12.7124  10.4297
232.0  0.8881  13.2209  10.2220
232.0  0.8881  13.7294  10.6641
232.0  0.8881  14.2378  11.2963
232.0  0.8881  14.7463  10.9949
232.0  0.8881  15.2547  12.8189
232.0  0.8881  15.7632  13.0721
232.0  0.8881  16.2716  15.2425
232.0  0.8881  16.7801  16.1012
232.0  0.8881  17.2886  18.4105
232.0  0.8881  17.7970  19.5269
232.0  0.8881  18.3055  19.7235
232.0  0.8881  18.8139  22.3689
232.0  0.8881  19.3224  24.2178
232.0  0.8881  19.8308  27.4279
232.0  0.8881  20.3393  29.4823
232.0  0.8881  20.8478  31.7607
232.0  0.8881  21.3562  36.3787
232.0  0.8881  21.8647  37.9405
232.0  0.8881  22.3731  41.6598
232.0  0.8881  22.8816  45.6280
232.0  0.8881  23.3901  49.0156
232.0  0.8881  23.8985  49.2298
232.0  0.8881  24.4070  53.8871
232.0  0.8881  24.9154  58.4321
232.0  0.8881  25.4239  58.5421
232.0  0.8881  25.9323  66.6350
232.0  0.8881  26.4408  71.6821
232.0  0.8881  26.9493  78.5749
232.0  0.8881  27.4577  81.5269
232.0  0.8881  27.9662  87.5657
232.0  0.8881  28.4746  94.6375
232.0  0.8881  28.9831  107.0081
232.0  0.8881  29.4915  108.1167
232.0  0.8881  30.0000  122.9956
232.0  0.9000  0.0010  100000.0000
232.0  0.9000  0.5095  67.5679
232.0  0.9000  1.0179  65.5139
232.0  0.9000  1.5264  51.1676
232.0  0.9000  2.0348  48.9586
232.0  0.9000  2.5433  44.3779
232.0  0.9000  3.0517  36.9816
232.0  0.9000  3.5602  34.8551
232.0  0.9000  4.0687  32.4778
232.0  0.9000  4.5771  27.4484
232.0  0.9000  5.0856  25.3598
232.0  0.9000  5.5940  23.5218
232.0  0.9000  6.1025  21.9293
232.0  0.9000  6.6109  20.5774
232.0  0.9000  7.1194  18.7633
232.0  0.9000  7.6279  17.1517
232.0  0.9000  8.1363  15.7734
232.0  0.9000  8.6448  14.6242
232.0  0.9000  9.1532  13.6999
232.0  0.9000  9.6617  12.9612
232.0  0.9000  10.1702  12.0282
232.0  0.9000  10.6786  11.3130
232.0  0.9000  11.1871  10.8122
232.0  0.9000  11.6955  10.6128
232.0  0.9000  12.2040  10.0888
232.0  0.9000  12.7124  10.5108
232.0  0.9000  13.2209  10.3360
232.0  0.9000  13.7294  10.7892
232.0  0.9000  14.2378  11.4510
232.0  0.9000  14.7463  11.1612
232.0  0.9000  15.2547  13.0243
232.0  0.9000  15.7632  13.2922
232.0  0.9000  16.2716  15.5016
232.0  0.9000  16.7801  16.3783
232.0  0.9000  17.2886  16.4623
232.0  0.9000  17.7970  19.8719
232.0  0.9000  18.3055  20.0634
232.0  0.9000  18.8139  22.7471
232.0  0.9000  19.3224  24.6088
232.0  0.9000  19.8308  27.8691
232.0  0.9000  20.3393  29.9345
232.0  0.9000  20.8478  32.2783
232.0  0.9000  21.3562  36.9310
232.0  0.9000  21.8647  37.7778
232.0  0.9000  22.3731  42.2401
232.0  0.9000  22.8816  45.4611
232.0  0.9000  23.3901  46.2397
232.0  0.9000  23.8985  49.9516
232.0  0.9000  24.4070  54.0501
232.0  0.9000  24.9154  57.3341
232.0  0.9000  25.4239  59.3520
232.0  0.9000  25.9323  67.5572
232.0  0.9000  26.4408  72.6061
232.0  0.9000  26.9493  72.3731
232.0  0.9000  27.4577  82.5798
232.0  0.9000  27.9662  88.6877
232.0  0.9000  28.4746  92.9034
232.0  0.9000  28.9831  104.1048
232.0  0.9000  29.4915  109.4254
232.0  0.9000  30.0000  124.4074
234.0  0.2000  0.0010  100000.0000
234.0  0.2000  0.5095  100000.0000
234.0  0.2000  1.0179  100000.0000
234.0  0.2000  1.5264  100000.0000
234.0  0.2000  2.0348  100000.0000
234.0  0.2000  2.5433  100000.0000
234.0  0.2000  3.0517  100000.0000
234.0  0.2000  3.5602  100000.0000
234.0  0.2000  4.0687  100000.0000
234.0  0.2000  4.5771  100000.0000
234.0  0.2000  5.0856  100000.0000
234.0  0.2000  5.5940  100000.0000
234.0  0.2000  6.1025  100000.0000
234.0  0.2000  6.6109  100000.0000
234.0  0.2000  7.1194  100000.0000
234.0  0.2000  7.6279  100000.0000
234.0  0.2000  8.1363  100000.0000
234.0  0.2000  8.6448  100000.0000
234.0  0.2000  9.1532  100000.0000
234.0  0.2000  9.6617  100000.0000
234.0  0.2000  10.1702  100000.0000
234.0  0.2000  10.6786  100000.0000
234.0  0.2000  11.1871  100000.0000
234.0  0.2000  11.6955  100000.0000
234.0  0.2000  12.2040  100000.0000
234.0  0.2000  12.7124  100000.0000
234.0  0.2000  13.2209  100000.0000
234.0  0.2000  13.7294  100000.0000
234.0  0.2000  14.2378  100000.0000
234.0  0.2000  14.7463  100000.0000
234.0  0.2000  15.2547  100000.0000
234.0  0.2000  15.7632  100000.0000
234.0  0.2000  16.2716  100000.0000
234.0  0.2000  16.7801  100000.0000
234.0  0.2000  17.2886  100000.0000
234.0  0.2000  17.7970  100000.0000
234.0  0.2000  18.3055  100000.0000
234.0  0.2000  18.8139  100000.0000
234.0  0.2000  19.3224  100000.0000
234.0  0.2000  19.8308  100000.0000
234.0  0.2000  20.3393  100000.0000
234.0  0.2000  20.8478  100000.0000
234.0  0.2000  21.3562  100000.0000
234.0  0.2000  21.8647  100000.0000
234.0  0.2000  22.3731  100000.0000
234.0  0.2000  22.8816  100000.0000
234.0  0.2000  23.3901  100000.0000
234.0  0.2000  23.8985  100000.0000
234.0  0.2000  24.4070  100000.0000
234.0  0.2000  24.9154  100000.0000
234.0  0.2000  25.4239  100000.0000
234.0  0.2000  25.9323  100000.0000
234.0  0.2000  26.4408  100000.0000
234.0  0.2000  26.9493  100000.0000
234.0  0.2000  27.4577  100000.0000
234.0  0.2000  27.9662  100000.0000
234.0  0.2000  28.4746  100000.0000
234.0  0.2000  28.9831  100000.0000
234.0  0.2000  29.4915  100000.0000
234.0  0.2000  30.0000  100000.0000
234.0  0.2119  0.0010  100000.0000
234.0  0.2119  0.5095  100000.0000
234.0  0.2119  1.0179  100000.0000
234.0  0.2119  1.5264  100000.0000
234.0  0.2119  2.0348  100000.0000
234.0  0.2119  2.5433  100000.0000
234.0  0.2119  3.0517  100000.0000
234.0  0.2119  3.5602  100000.0000
234.0  0.2119  4.0687  100000.0000
234.0  0.2119  4.5771  100000.0000
234.0  0.2119  5.0856  100000.0000
234.0  0.2119  5.5940  100000.0000
234.0  0.2119  6.1025  100000.0000
234.0  0.2119  6.6109  100000.0000
234.0  0.2119  7.1194  100000.0000
234.0  0.2119  7.6279  100000.0000
234.0  0.2119  8.1363  100000.0000
234.0  0.2119  8.6448  100000.0000
234.0  0.2119  9.1532  100000.0000
234.0  0.2119  9.6617  100000.0000
234.0  0.2119  10.1702  100000.0000
234.0  0.2119  10.6786  100000.0000
234.0  0.2119  11.1871  100000.0000
234.0  0.2119  11.6955  100000.0000
234.0  0.2119  12.2040  100000.0000
234.0  0.2119  12.7124  100000.0000
234.0  0.2119  13.2209  100000.0000
234.0  0.2119  13.7294  100000.0000
234.0  0.2119  14.2378  100000.0000
234.0  0.2119  14.7463  100000.0000
234.0  0.2119  15.2547  100000.0000
234.0  0.2119  15.7632  100000.0000
234.0  0.2119  16.2716  100000.0000
234.0  0.2119  16.7801  100000.0000
234.0  0.2119  17.2886  100000.0000
234.0  0.2119  17.7970  100000.0000
234.0  0.2119  18.3055  100000.0000
234.0  0.2119  18.8139  100000.0000
234.0  0.2119  19.3224  100000.0000
234.0  0.2119  19.8308  100000.0000
234.0  0.2119  20.3393  100000.0000
234.0  0.2119  20.8478  100000.0000
234.0  0.2119  21.3562  100000.0000
234.0  0.2119  21.8647  100000.0000
234.0  0.2119  22.3731  100000.0000
234.0  0.2119  22.8816  100000.0000
234.0  0.2119  23.3901  100000.0000
234.0  0.2119  23.8985  100000.0000
234.0  0.2119  24.4070  100000.0000
234.0  0.2119  24.9154  100000.0000
234.0  0.2119  25.4239  100000.0000
234.0  0.2119  25.9323  100000.0000
234.0  0.2119  26.4408  100000.0000
234.0  0.2119  26.9493  100000.0000
234.0  0.2119  27.4577  100000.0000
234.0  0.2119  27.9662  100000.0000
234.0  0.2119  28.4746  100000.0000
234.0  0.2119  28.9831  100000.0000
234.0  0.2119  29.4915  100000.0000
234.0  0.2119  30.0000  100000.0000
234.0  0.2237  0.0010  86.0204
234.0  0.2237  0.5095  95.3218
234.0  0.2237  1.0179  108.5800
234.0  0.2237  1.5264  125.7587
234.0  0.2237  2.0348  100000.0000
234.0  0.2237  2.5433  100000.0000
234.0  0.2237  3.0517  100000.0000
234.0  0.2237  3.5602  100000.0000
234.0  0.2237  4.0687  100000.0000
234.0  0.2237  4.5771  100000.0000
234.0  0.2237  5.0856  100000.0000
234.0  0.2237  5.5940  100000.0000
234.0  0.2237  6.1025  100000.0000
234.0  0.2237  6.6109  100000.0000
234.0  0.2237  7.1194  100000.0000
234.0  0.2237  7.6279  100000.0000
234.0  0.2237  8.1363  100000.0000
234.0  0.2237  8.6448  100000.0000
234.0  0.2237  9.1532  100000.0000
234.0  0.2237  9.6617  100000.0000
234.0  0.2237  10.1702  100000.0000
234.0  0.2237  10.6786  100000.0000
234.0  0.2237  11.1871  100000.0000
234.0  0.2237  11.6955  100000.0000
234.0  0.2237  12.2040  100000.0000
234.0  0.2237  12.7124  100000.0000
234.0  0.2237  13.2209  100000.0000
234.0  0.2237  13.7294  100000.0000
234.0  0.2237  14.2378  100000.0000
234.0  0.2237  14.7463  100000.0000
234.0  0.2237  15.2547  100000.0000
234.0  0.2237  15.7632  100000.0000
234.0  0.2237  16.2716  100000.0000
234.0  0.2237  16.7801  100000.0000
234.0  0.2237  17.2886  100000.0000
234.0  0.2237  17.7970  100000.0000
234.0  0.2237  18.3055  100000.0000
234.0  0.2237  18.8139  100000.0000
234.0  0.2237  19.3224  100000.0000
234.0  0.2237  19.8308  100000.0000
234.0  0.2237  20.3393  100000.0000
234.0  0.2237  20.8478  100000.0000
234.0  0.2237  21.3562  100000.0000
234.0  0.2237  21.8647  100000.0000
234.0  0.2237  22.3731  100000.0000
234.0  0.2237  22.8816  100000.0000
234.0  0.2237  23.3901  100000.0000
234.0  0.2237  23.8985  100000.0000
234.0  0.2237  24.4070  100000.0000
234.0  0.2237  24.9154  100000.0000
234.0  0.2237  25.4239  100000.0000
234.0  0.2237  25.9323  100000.0000
234.0  0.2237  26.4408  100000.0000
234.0  0.2237  26.9493  100000.0000
234.0  0.2237  27.4577  100000.0000
234.0  0.2237  27.9662  100000.0000
234.0  0.2237  28.4746  100000.0000
234.0  0.2237  28.9831  100000.0000
234.0  0.2237  29.4915  100000.0000
234.0  0.2237  30.0000  100000.0000
234.0  0.2356  0.0010  63.9292
234.0  0.2356  0.5095  60.3981
234.0  0.2356  1.0179  57.7159
234.0  0.2356  1.5264  56.7546
234.0  0.2356  2.0348  58.0671
234.0  0.2356  2.5433  59.8555
234.0  0.2356  3.0517  64.0974
234.0  0.2356  3.5602  70.4926
234.0  0.2356  4.0687  79.2064
234.0  0.2356  4.5771  100000.0000
234.0  0.2356  5.0856  100000.0000
234.0  0.2356  5.5940  100000.0000
234.0  0.2356  6.1025  100000.0000
234.0  0.2356  6.6109  100000.0000
234.0  0.2356  7.1194  100000.0000
234.0  0.2356  7.6279  100000.0000
234.0  0.2356  8.1363  100000.0000
234.0  0.2356  8.6448  100000.0000
234.0  0.2356  9.1532  100000.0000
234.0  0.2356  9.6617  100000.0000
234.0  0.2356  10.1702  100000.0000
234.0  0.2356  10.6786  100000.0000
234.0  0.2356  11.1871  100000.0000
234.0  0.2356  11.6955  100000.0000
234.0  0.2356  12.2040  100000.0000
234.0  0.2356  12.7124  100000.0000
234.0  0.2356  13.2209  100000.0000
234.0  0.2356  13.7294  100000.0000
234.0  0.2356  14.2378  100000.0000
234.0  0.2356  14.7463  100000.0000
234.0  0.2356  15.2547  100000.0000
234.0  0.2356  15.7632  100000.0000
234.0  0.2356  16.2716  100000.0000
234.0  0.2356  16.7801  100000.0000
234.0  0.2356  17.2886  100000.0000
234.0  0.2356  17.7970  100000.0000
234.0  0.2356  18.3055  100000.0000
234.0  0.2356  18.8139  100000.0000
234.0  0.2356  19.3224  100000.0000
234.0  0.2356  19.8308  100000.0000
234.0  0.2356  20.3393  100000.0000
234.0  0.2356  20.8478  100000.0000
234.0  0.2356  21.3562  100000.0000
234.0  0.2356  21.8647  100000.0000
234.0  0.2356  22.3731  100000.0000
234.0  0.2356  22.8816  100000.0000
234.0  0.2356  23.3901  100000.0000
234.0  0.2356  23.8985  100000.0000
234.0  0.2356  24.4070  100000.0000
234.0  0.2356  24.9154  100000.0000
234.0  0.2356  25.4239  100000.0000
234.0  0.2356  25.9323  100000.0000
234.0  0.2356  26.4408  100000.0000
234.0  0.2356  26.9493  100000.0000
234.0  0.2356  27.4577  100000.0000
234.0  0.2356  27.9662  100000.0000
234.0  0.2356  28.4746  100000.0000
234.0  0.2356  28.9831  100000.0000
234.0  0.2356  29.4915  100000.0000
234.0  0.2356  30.0000  100000.0000
234.0  0.2475  0.0010  68.7405
234.0  0.2475  0.5095  62.0610
234.0  0.2475  1.0179  57.1241
234.0  0.2475  1.5264  54.0195
234.0  0.2475  2.0348  51.1545
234.0  0.2475  2.5433  48.9102
234.0  0.2475  3.0517  46.7492
234.0  0.2475  3.5602  45.4373
234.0  0.2475  4.0687  44.0548
234.0  0.2475  4.5771  43.0927
234.0  0.2475  5.0856  43.2399
234.0  0.2475  5.5940  44.8858
234.0  0.2475  6.1025  47.9133
234.0  0.2475  6.6109  52.7398
234.0  0.2475  7.1194  100000.0000
234.0  0.2475  7.6279  100000.0000
234.0  0.2475  8.1363  100000.0000
234.0  0.2475  8.6448  100000.0000
